Senat;Entscheidungsdatum;Einspieldatum;Aktenzeichen;Link_Aktenzeichen;Zusatzinformationen;Unique_nr;Link_Zusatzinformationen
4. Strafsenat;17.1.2024;15.2.2024;4 StR 403/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136451&pos=94&anz=1274&Blank=1.pdf;;136451;[]
5. Strafsenat;17.1.2024;7.2.2024;5 StR 339/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136335&pos=95&anz=1274&Blank=1.pdf;;136335;[]
IV. Zivilsenat;17.1.2024;5.2.2024;IV ZR 159/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136289&pos=96&anz=1274&Blank=1.pdf;;136289;[]
IV. Zivilsenat;17.1.2024;18.1.2024;IV ZR 175/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136092&pos=97&anz=1274&Blank=1.pdf;;136092;[]
IV. Zivilsenat;17.1.2024;7.2.2024;IV ZR 19/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136345&pos=98&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136345;[]
IV. Zivilsenat;17.1.2024;5.2.2024;IV ZR 198/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136290&pos=99&anz=1274&Blank=1.pdf;;136290;[]
IV. Zivilsenat;17.1.2024;22.1.2024;IV ZR 242/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136109&pos=100&anz=1274&Blank=1.pdf;;136109;[]
IV. Zivilsenat;17.1.2024;24.1.2024;IV ZR 274/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136151&pos=101&anz=1274&Blank=1.pdf;;136151;[]
IV. Zivilsenat;17.1.2024;22.1.2024;IV ZR 301/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136110&pos=102&anz=1274&Blank=1.pdf;;136110;[]
IV. Zivilsenat;17.1.2024;24.1.2024;IV ZR 340/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136152&pos=103&anz=1274&Blank=1.pdf;;136152;[]
IV. Zivilsenat;17.1.2024;8.2.2024;IV ZR 51/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136367&pos=104&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136367;[]
IV. Zivilsenat;17.1.2024;31.1.2024;IV ZR 69/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136235&pos=105&anz=1274&Blank=1.pdf;;136235;[]
XII. Zivilsenat;17.1.2024;9.2.2024;XII ZA 28/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136386&pos=106&anz=1274&Blank=1.pdf;;136386;[]
4. Strafsenat;16.1.2024;23.1.2024;4 StR 278/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136139&pos=107&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 14/24  vom 23.1.2024;136139;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136137&linked=pm&Blank=1']
5. Strafsenat;16.1.2024;5.2.2024;5 StR 420/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136283&pos=108&anz=1274&Blank=1.pdf;;136283;[]
5. Strafsenat;16.1.2024;9.2.2024;5 StR 451/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136374&pos=109&anz=1274&Blank=1.pdf;;136374;[]
5. Strafsenat;16.1.2024;5.2.2024;5 StR 462/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136285&pos=110&anz=1274&Blank=1.pdf;;136285;[]
5. Strafsenat;16.1.2024;2.2.2024;5 StR 495/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136265&pos=111&anz=1274&Blank=1.pdf;;136265;[]
5. Strafsenat;16.1.2024;1.2.2024;5 StR 506/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136245&pos=112&anz=1274&Blank=1.pdf;;136245;[]
5. Strafsenat;16.1.2024;25.1.2024;5 StR 555/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136169&pos=113&anz=1274&Blank=1.pdf;;136169;[]
VI. Zivilsenat;16.1.2024;12.2.2024;VI ZR 239/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136406&pos=114&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 7/24  vom 16.1.2024";136406;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136056&linked=pm&Blank=1']
VI. Zivilsenat;16.1.2024;13.2.2024;VI ZR 253/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136422&pos=115&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 7/24  vom 16.1.2024";136422;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136056&linked=pm&Blank=1']
VI. Zivilsenat;16.1.2024;20.2.2024;VI ZR 266/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136512&pos=116&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 7/24  vom 16.1.2024";136512;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136056&linked=pm&Blank=1']
VI. Zivilsenat;16.1.2024;16.1.2024;VI ZR 38/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136057&pos=117&anz=1274&Blank=1.pdf;"siehe auch: Pressemitteilung Nr. 136/23  vom 4.8.2023,
     Pressemitteilung Nr. 7/24  vom 16.1.2024";136057;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=134381&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136056&linked=pm&Blank=1']
VI. Zivilsenat;16.1.2024;8.2.2024;VI ZR 385/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136368&pos=118&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136368;[]
VI. Zivilsenat;16.1.2024;6.2.2024;VI ZR 51/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136315&pos=119&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 7/24  vom 16.1.2024";136315;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=3&nr=136056&linked=pm&Blank=1']
VIa. Zivilsenat;16.1.2024;12.2.2024;VIa ZR 106/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136407&pos=120&anz=1274&Blank=1.pdf;;136407;[]
VIa. Zivilsenat;16.1.2024;9.2.2024;VIa ZR 1114/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136379&pos=121&anz=1274&Blank=1.pdf;;136379;[]
VIa. Zivilsenat;16.1.2024;30.1.2024;VIa ZR 1136/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136222&pos=122&anz=1274&Blank=1.pdf;;136222;[]
VIa. Zivilsenat;16.1.2024;13.2.2024;VIa ZR 1382/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136423&pos=123&anz=1274&Blank=1.pdf;;136423;[]
VIa. Zivilsenat;16.1.2024;6.2.2024;VIa ZR 1646/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136317&pos=124&anz=1274&Blank=1.pdf;;136317;[]
VIa. Zivilsenat;16.1.2024;9.2.2024;VIa ZR 166/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136380&pos=125&anz=1274&Blank=1.pdf;;136380;[]
VIa. Zivilsenat;16.1.2024;6.2.2024;VIa ZR 256/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136318&pos=126&anz=1274&Blank=1.pdf;;136318;[]
VIa. Zivilsenat;16.1.2024;7.2.2024;VIa ZR 578/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136348&pos=127&anz=1274&Blank=1.pdf;;136348;[]
VIa. Zivilsenat;16.1.2024;6.2.2024;VIa ZR 656/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136319&pos=128&anz=1274&Blank=1.pdf;;136319;[]
VIa. Zivilsenat;16.1.2024;6.2.2024;VIa ZR 896/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136320&pos=129&anz=1274&Blank=1.pdf;;136320;[]
VIa. Zivilsenat;16.1.2024;13.2.2024;VIa ZR 952/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136424&pos=130&anz=1274&Blank=1.pdf;;136424;[]
VIII. Zivilsenat;16.1.2024;13.2.2024;VIII ZB 55/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136426&pos=131&anz=1274&Blank=1.pdf;;136426;[]
XI. Zivilsenat;16.1.2024;9.2.2024;XI ZR 49/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136384&pos=132&anz=1274&Blank=1.pdf;;136384;[]
2. Strafsenat;15.1.2024;20.2.2024;2 StR 124/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136495&pos=133&anz=1274&Blank=1.pdf;;136495;[]
II. Zivilsenat;14.1.2024;8.2.2024;II ZB 15/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136366&pos=134&anz=1274&Blank=1.pdf;;136366;[]
1. Strafsenat;12.1.2024;2.2.2024;1 StR 411/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136258&pos=135&anz=1274&Blank=1.pdf;;136258;[]
3. Strafsenat;12.1.2024;30.1.2024;StB 81/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136221&pos=136&anz=1274&Blank=1.pdf;;136221;[]
1. Strafsenat;11.1.2024;7.2.2024;1 StR 447/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136327&pos=137&anz=1274&Blank=1.pdf;;136327;[]
2. Strafsenat;11.1.2024;15.2.2024;2 StR 356/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136446&pos=138&anz=1274&Blank=1.pdf;;136446;[]
3. Strafsenat;11.1.2024;14.2.2024;3 StR 254/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136430&pos=139&anz=1274&Blank=1.pdf;;136430;[]
3. Strafsenat;11.1.2024;15.2.2024;3 StR 280/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136449&pos=140&anz=1274&Blank=1.pdf;;136449;[]
3. Strafsenat;11.1.2024;16.2.2024;3 StR 358/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136469&pos=141&anz=1274&Blank=1.pdf;;136469;[]
5. Strafsenat;11.1.2024;1.2.2024;5 StR 325/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136244&pos=142&anz=1274&Blank=1.pdf;;136244;[]
3. Strafsenat;11.1.2024;25.1.2024;AK 107/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136173&pos=143&anz=1274&Blank=1.pdf;;136173;[]
3. Strafsenat;11.1.2024;25.1.2024;AK 97/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136171&pos=144&anz=1274&Blank=1.pdf;;136171;[]
3. Strafsenat;11.1.2024;25.1.2024;AK 99/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136172&pos=145&anz=1274&Blank=1.pdf;;136172;[]
I. Zivilsenat;11.1.2024;29.1.2024;I ZB 69/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136203&pos=146&anz=1274&Blank=1.pdf;;136203;[]
I. Zivilsenat;11.1.2024;31.1.2024;I ZB 80/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136231&pos=147&anz=1274&Blank=1.pdf;;136231;[]
I. Zivilsenat;11.1.2024;31.1.2024;I ZB 81/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136232&pos=148&anz=1274&Blank=1.pdf;;136232;[]
I. Zivilsenat;11.1.2024;31.1.2024;I ZB 87/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=4&nr=136233&pos=149&anz=1274&Blank=1.pdf;;136233;[]
I. Zivilsenat;11.1.2024;31.1.2024;I ZB 88/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136234&pos=150&anz=1274&Blank=1.pdf;;136234;[]
III. Zivilsenat;11.1.2024;13.2.2024;III ZR 15/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136418&pos=151&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136418;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 31/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136545&pos=152&anz=1274&Blank=1.pdf;;136545;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 32/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136546&pos=153&anz=1274&Blank=1.pdf;;136546;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 33/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136547&pos=154&anz=1274&Blank=1.pdf;;136547;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 36/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136548&pos=155&anz=1274&Blank=1.pdf;;136548;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 37/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136549&pos=156&anz=1274&Blank=1.pdf;;136549;[]
IX. Zivilsenat;11.1.2024;22.2.2024;IX ZB 38/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136550&pos=157&anz=1274&Blank=1.pdf;;136550;[]
3. Strafsenat;11.1.2024;30.1.2024;StB 74/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136219&pos=158&anz=1274&Blank=1.pdf;;136219;[]
3. Strafsenat;11.1.2024;30.1.2024;StB 75/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136220&pos=159&anz=1274&Blank=1.pdf;;136220;[]
3. Strafsenat;11.1.2024;1.2.2024;StB 80/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136248&pos=160&anz=1274&Blank=1.pdf;;136248;[]
V. Zivilsenat;11.1.2024;21.2.2024;V ZA 6/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136525&pos=161&anz=1274&Blank=1.pdf;;136525;[]
V. Zivilsenat;11.1.2024;20.2.2024;V ZA 7/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136510&pos=162&anz=1274&Blank=1.pdf;;136510;[]
VI. Zivilsenat;11.1.2024;6.2.2024;VI ZR 1361/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136316&pos=163&anz=1274&Blank=1.pdf;;136316;[]
1. Strafsenat;10.1.2024;31.1.2024;1 StR 362/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136224&pos=164&anz=1274&Blank=1.pdf;;136224;[]
1. Strafsenat;10.1.2024;2.2.2024;1 StR 413/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136259&pos=165&anz=1274&Blank=1.pdf;;136259;[]
1. Strafsenat;10.1.2024;2.2.2024;1 StR 444/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136261&pos=166&anz=1274&Blank=1.pdf;;136261;[]
3. Strafsenat;10.1.2024;14.2.2024;3 StR 394/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136432&pos=167&anz=1274&Blank=1.pdf;;136432;[]
6. Strafsenat;10.1.2024;29.1.2024;6 StR 361/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136200&pos=168&anz=1274&Blank=1.pdf;;136200;[]
6. Strafsenat;10.1.2024;31.1.2024;6 StR 523/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136228&pos=169&anz=1274&Blank=1.pdf;;136228;[]
6. Strafsenat;10.1.2024;8.2.2024;6 StR 549/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136365&pos=170&anz=1274&Blank=1.pdf;;136365;[]
6. Strafsenat;10.1.2024;24.1.2024;6 StR 585/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136148&pos=171&anz=1274&Blank=1.pdf;;136148;[]
I. Zivilsenat;10.1.2024;17.1.2024;I ZR 53/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136090&pos=172&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 9/24  vom 17.1.2024;136090;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136089&linked=pm&Blank=1']
I. Zivilsenat;10.1.2024;7.2.2024;I ZR 95/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136343&pos=173&anz=1274&Blank=1.pdf;"Peek & Cloppenburg V
Leitsatzentscheidung";136343;[]
III. Zivilsenat;10.1.2024;26.1.2024;III ZR 57/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136195&pos=174&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 17/24  vom 26.1.2024";136195;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136194&linked=pm&Blank=1']
IV. Zivilsenat;10.1.2024;15.1.2024;IV ZR 271/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136072&pos=175&anz=1274&Blank=1.pdf;;136072;[]
IV. Zivilsenat;10.1.2024;25.1.2024;IV ZR 29/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136178&pos=176&anz=1274&Blank=1.pdf;;136178;[]
IV. Zivilsenat;10.1.2024;15.1.2024;IV ZR 315/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136073&pos=177&anz=1274&Blank=1.pdf;;136073;[]
IV. Zivilsenat;10.1.2024;15.1.2024;IV ZR 316/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136074&pos=178&anz=1274&Blank=1.pdf;;136074;[]
IV. Zivilsenat;10.1.2024;17.1.2024;IV ZR 320/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=5&nr=136075&pos=179&anz=1274&Blank=1.pdf;;136075;[]
IV. Zivilsenat;10.1.2024;17.1.2024;IV ZR 321/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136076&pos=180&anz=1274&Blank=1.pdf;;136076;[]
IV. Zivilsenat;10.1.2024;17.1.2024;IV ZR 385/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136077&pos=181&anz=1274&Blank=1.pdf;;136077;[]
VI. Zivilsenat;10.1.2024;2.2.2024;VI ZR 322/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136267&pos=182&anz=1274&Blank=1.pdf;;136267;[]
XII. Zivilsenat;10.1.2024;9.2.2024;XII ZB 510/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136389&pos=183&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136389;[]
XII. Zivilsenat;10.1.2024;1.2.2024;XII ZB 572/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136250&pos=184&anz=1274&Blank=1.pdf;;136250;[]
1. Strafsenat;9.1.2024;7.2.2024;1 StR 391/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136325&pos=185&anz=1274&Blank=1.pdf;;136325;[]
1. Strafsenat;9.1.2024;7.2.2024;1 StR 406/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136326&pos=186&anz=1274&Blank=1.pdf;;136326;[]
1. Strafsenat;9.1.2024;31.1.2024;1 StR 423/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136225&pos=187&anz=1274&Blank=1.pdf;Entscheidung mit Berichtigungsbeschluss;136225;[]
1. Strafsenat;9.1.2024;2.2.2024;1 StR 425/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136260&pos=188&anz=1274&Blank=1.pdf;;136260;[]
2. Strafsenat;9.1.2024;2.2.2024;2 StR 462/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136264&pos=189&anz=1274&Blank=1.pdf;;136264;[]
3. Strafsenat;9.1.2024;15.1.2024;3 StR 280/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136040&pos=190&anz=1274&Blank=1.pdf;;136040;[]
3. Strafsenat;9.1.2024;30.1.2024;3 StR 418/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136216&pos=191&anz=1274&Blank=1.pdf;;136216;[]
3. Strafsenat;9.1.2024;9.2.2024;3 StR 423/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136373&pos=192&anz=1274&Blank=1.pdf;;136373;[]
3. Strafsenat;9.1.2024;7.2.2024;3 StR 454/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136334&pos=193&anz=1274&Blank=1.pdf;;136334;[]
6. Strafsenat;9.1.2024;25.1.2024;6 StR 332/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136170&pos=194&anz=1274&Blank=1.pdf;;136170;[]
6. Strafsenat;9.1.2024;31.1.2024;6 StR 462/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136227&pos=195&anz=1274&Blank=1.pdf;;136227;[]
6. Strafsenat;9.1.2024;24.1.2024;6 StR 494/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136146&pos=196&anz=1274&Blank=1.pdf;;136146;[]
6. Strafsenat;9.1.2024;24.1.2024;6 StR 564/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136147&pos=197&anz=1274&Blank=1.pdf;;136147;[]
I. Zivilsenat;9.1.2024;19.1.2024;I ZB 24/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136096&pos=198&anz=1274&Blank=1.pdf;;136096;[]
I. Zivilsenat;9.1.2024;5.2.2024;I ZB 86/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=6&nr=136287&pos=199&anz=1274&Blank=1.pdf;;136287;[]
